Business Name,License Type,City,County,Sales Last Month,Period
Axabra,Tier 3 Producer & Processor,Spokane,"Spokane county, WA","$186,653",Aug 2023
Yakima Weed Co,Retailer,Union Gap,"Yakima county, WA","$186,053",Aug 2023
Top Shelf,Tier None Producer & Processor,Arlington,"Snohomish county, WA","$185,675",Aug 2023
Salish Sea Industries,Tier 2 Producer,Tacoma,"Pierce county, WA","$184,606",Aug 2023
Suspended Brands,Tier None Producer & Processor,Belfair,"Mason county, WA","$184,544",Aug 2023
Jms Consultants,Processor,Tacoma,"Pierce county, WA","$182,190",Aug 2023
O Yeah Two,Tier 2 Producer & Processor,Tumwater,"Thurston county, WA","$181,922",Aug 2023
Paps 1,Tier None Producer & Processor,Airway Heights,"Spokane county, WA","$181,845",Aug 2023
Bondi Farms,Tier 3 Producer & Processor,Longview,"Cowlitz county, WA","$181,684",Aug 2023
Mount Vernon Retail Holdings,Retailer,Mount Vernon,"Skagit county, WA","$181,548",Aug 2023
Piece of Mind Cannabis,Retailer,Bellingham,"Whatcom county, WA","$181,152",Aug 2023
Better Buds,Retailer,Port Hadlock,"Jefferson county, WA","$180,817",Aug 2023
Old Toby,Retailer,Chehalis,"Lewis county, WA","$179,967",Aug 2023
Diamond Green,Retailer,Tacoma,"Pierce county, WA","$178,518",Aug 2023
Olympia Weed Company,Retailer,Olympia,"Thurston county, WA","$178,299",Aug 2023
The Herbal Gardens,Retailer,Tacoma,"Pierce county, WA","$177,387",Aug 2023
Lovely Buds,Retailer,Spokane,"Spokane county, WA","$177,072",Aug 2023
Sashas Cannabis,Retailer,Shelton,"Mason county, WA","$176,588",Aug 2023
Mister Buds,Retailer,Port Angeles,"Clallam county, WA","$175,307",Aug 2023
WA Weed,Tier 2 Producer & Processor,Quincy,"Grant county, WA","$174,915",Aug 2023
Cultivar Farms,Tier 3 Producer & Processor,Seattle,"King county, WA","$173,336",Aug 2023
Lovely Buds North,Retailer,Spokane,"Spokane county, WA","$173,166",Aug 2023
Grassroots Pharm,Tier 3 Producer & Processor,Lacey,"Thurston county, WA","$173,109",Aug 2023
The Reef,Retailer,Seattle,"King county, WA","$172,445",Aug 2023
Fweedom Cannabis,Retailer,Mountlake Terrace,"Snohomish county, WA","$172,428",Aug 2023
Inland Desert Concentrates,Processor,Benton City,"Benton county, WA","$171,982",Aug 2023
Lux Pot Shop,Retailer,Seattle,"King county, WA","$171,167",Aug 2023
White Rabbit Retail,Retailer,Lynnwood,"Snohomish county, WA","$169,944",Aug 2023
Surefire Growers,Tier None Producer & Processor,Lake Stevens,"Snohomish county, WA","$169,509",Aug 2023
Heavyweight Heights,Tier None Producer & Processor,Bellingham,"Whatcom county, WA","$167,939",Aug 2023
Hydro Point,Tier None Producer & Processor,Gold Bar,"Snohomish county, WA","$167,935",Aug 2023
World of Weed,Retailer,Tacoma,"Pierce county, WA","$167,913",Aug 2023
Sunshine Farming,Tier None Producer & Processor,Vancouver,"Clark county, WA","$167,911",Aug 2023
The West Seattle Marijuana Store,Retailer,Seattle,"King county, WA","$167,830",Aug 2023
Binx Buds,Tier None Producer & Processor,Mattawa,"Grant county, WA","$167,442",Aug 2023
Budhut,Retailer,Everett,"Snohomish county, WA","$167,373",Aug 2023
Multiverse Holdings,Retailer,Seattle,"King county, WA","$166,810",Aug 2023
502 Processors Group,Tier None Producer & Processor,Seattle,"King county, WA","$165,766",Aug 2023
The Gallery Fife,Retailer,Fife,"Pierce county, WA","$165,607",Aug 2023
Cannazone,Retailer,Mount Vernon,"Skagit county, WA","$164,941",Aug 2023
Tjs Cannabis Buds Edibles Oils More,Retailer,Shelton,"Mason county, WA","$164,286",Aug 2023
The Happy Crop Shoppe,Retailer,Cashmere,"Chelan county, WA","$164,164",Aug 2023
King Cronic,Retailer,Yelm,"Thurston county, WA","$163,756",Aug 2023
Lucid Brands,Tier None Producer & Processor,Seattle,"King county, WA","$163,596",Aug 2023
Skagit Organics,Processor,Mount Vernon,"Skagit county, WA","$163,562",Aug 2023
Empyreal Cannabis,Tier 2 Producer & Processor,Tacoma,"Pierce county, WA","$162,998",Aug 2023
Freeland Cannabis Company,Retailer,Freeland,"Island county, WA","$162,602",Aug 2023
Pioneer Production And Processing,Tier 2 Producer & Processor,Arlington,"Snohomish county, WA","$159,898",Aug 2023
Alkaloid Cannabis Co,Retailer,Spokane,"Spokane county, WA","$159,833",Aug 2023
Kushmart South Everett,Retailer,Everett,"Snohomish county, WA","$158,715",Aug 2023
Freedom Market Ilwaco,Retailer,Ilwaco,"Pacific county, WA","$158,403",Aug 2023
Cloud Cannabis,Retailer,Seattle,"King county, WA","$158,246",Aug 2023
Fillabong,Retailer,Bremerton,"Kitsap county, WA","$158,193",Aug 2023
One Hit Wonder Cannabis,Retailer,Port Townsend,"Jefferson county, WA","$157,846",Aug 2023
Cannablyss,Retailer,Lake Stevens,"Snohomish county, WA","$157,616",Aug 2023
High Society,Retailer,Everett,"Snohomish county, WA","$157,609",Aug 2023
Brooklyn Bud,Tier None Producer & Processor,Tacoma,"Pierce county, WA","$156,994",Aug 2023
High End Market Place,Retailer,Vancouver,"Clark county, WA","$156,358",Aug 2023
Forbidden Cannabis Club Seattle,Retailer,Seattle,"King county, WA","$155,829",Aug 2023
Greenside Recreational,Retailer,Seattle,"King county, WA","$155,324",Aug 2023
Bluedream,Tier 2 Producer & Processor,Tacoma,"Pierce county, WA","$153,927",Aug 2023
Khush Kush,Tier None Producer & Processor,Bellingham,"Whatcom county, WA","$153,596",Aug 2023
Sparket,Retailer,Port Angeles,"Clallam county, WA","$152,395",Aug 2023
Bc Labs,Tier 2 Producer & Processor,Port Angeles,"Clallam county, WA","$151,600",Aug 2023
Longview Freedom Market,Retailer,Longview,"Cowlitz county, WA","$150,764",Aug 2023
Mr Doobees,Retailer,Seaview,"Pacific county, WA","$150,720",Aug 2023
Kushmans,Retailer,Mukilteo,"Snohomish county, WA","$150,720",Aug 2023
Green Lady Lacey,Retailer,Lacey,"Thurston county, WA","$150,294",Aug 2023
Have a Heart Cc,Retailer,Seattle,"King county, WA","$147,998",Aug 2023
Rainier Cannabis,Retailer,Mountlake Terrace,"Snohomish county, WA","$147,709",Aug 2023
Cannazone,Retailer,Edmonds,"Snohomish county, WA","$146,986",Aug 2023
Pom Cannabis Pullman,Retailer,Pullman,"Whitman county, WA","$146,985",Aug 2023
Cascadia,Tier None Producer & Processor,Tumwater,"Thurston county, WA","$146,559",Aug 2023
White Star,Tier 3 Producer & Processor,Rainier,"Thurston county, WA","$145,862",Aug 2023
Greenworks NW,Retailer,Seattle,"King county, WA","$145,540",Aug 2023
Oz,Retailer,Seattle,"King county, WA","$144,376",Aug 2023
House of Cannabis Tacoma,Retailer,Tacoma,"Pierce county, WA","$143,542",Aug 2023
Freedom Market,Retailer,Kelso,"Cowlitz county, WA","$143,303",Aug 2023
Kaleafa,Retailer,Aberdeen,"Grays Harbor county, WA","$143,005",Aug 2023
Budhut,Retailer,Camano Island,"Island county, WA","$142,948",Aug 2023
American Mary Cannabis 21+,Retailer,Seattle,"King county, WA","$142,571",Aug 2023
Painted Rooster Cannabis Co,Tier None Producer & Processor,Moxee,"Yakima county, WA","$142,480",Aug 2023
Aristocrat Enterprises Ii,Retailer,Port Angeles,"Clallam county, WA","$142,254",Aug 2023
Ruckus Recreational Cannabis,Tier None Producer & Processor,Seattle,"King county, WA","$142,120",Aug 2023
5th House Farms,Tier 3 Producer & Processor,Rochester,"Thurston county, WA","$142,072",Aug 2023
The Novel Tree,Retailer,Bremerton,"Kitsap county, WA","$142,046",Aug 2023
Pot Shop,Retailer,Seattle,"King county, WA","$141,907",Aug 2023
Heavenly Buds,Tier None Producer & Processor,Longview,"Cowlitz county, WA","$141,766",Aug 2023
Fire Cannabis Co,Retailer,Omak,"Okanogan county, WA","$141,454",Aug 2023
Rain City Gardens,Tier None Producer & Processor,Riverside,"Okanogan county, WA","$141,303",Aug 2023
Belfair Cannabis Company,Retailer,Belfair,"Mason county, WA","$140,084",Aug 2023
The Green Door Seattle,Retailer,Seattle,"King county, WA","$140,057",Aug 2023
Umbrella Industries Usa,Tier 3 Producer & Processor,Sedro Woolley,"Skagit county, WA","$139,643",Aug 2023
420 Elma On Main,Retailer,Elma,"Grays Harbor county, WA","$138,526",Aug 2023
The Slow Burn,Retailer,Union Gap,"Yakima county, WA","$138,304",Aug 2023
Mgm Groups,Tier None Producer & Processor,Quincy,"Grant county, WA","$138,195",Aug 2023
Growing Like a Weed,Processor,Spokane,"Spokane county, WA","$137,850",Aug 2023
The Link,Retailer,Longview,"Cowlitz county, WA","$137,576",Aug 2023
Emerald Coast,Retailer,Bremerton,"Kitsap county, WA","$137,428",Aug 2023
The Bake Shop,Retailer,Union Gap,"Yakima county, WA","$137,288",Aug 2023
Fweedom Cannabis,Retailer,Seattle,"King county, WA","$137,033",Aug 2023
United Western Green,Processor,Bremerton,"Kitsap county, WA","$136,910",Aug 2023
Margiess Pot Shop,Retailer,Bingen,"Klickitat county, WA","$135,940",Aug 2023
Cannabis 21,Retailer,Hoquiam,"Grays Harbor county, WA","$135,849",Aug 2023
Pacific Crown Cultivation,Tier 2 Producer & Processor,Centralia,"Thurston county, WA","$135,708",Aug 2023
Orchards Cannabis Market,Retailer,Vancouver,"Clark county, WA","$135,540",Aug 2023
The Kushery,Retailer,Lake Forest Park,"King county, WA","$135,486",Aug 2023
Cannabis Provisions East,Retailer,Wenatchee,"Chelan county, WA","$135,283",Aug 2023
Tru Greenthumb,Retailer,Castle Rock,"Cowlitz county, WA","$134,913",Aug 2023
Grow Bros,Tier 3 Producer & Processor,Ellensburg,"Kittitas county, WA","$134,576",Aug 2023
The Kushery,Retailer,Stanwood,"Snohomish county, WA","$134,238",Aug 2023
Island Herb,Retailer,Freeland,"Island county, WA","$134,108",Aug 2023
Cannabis Super Store,Retailer,Cle Elum,"Kittitas county, WA","$134,026",Aug 2023
Local Amsterdam,Retailer,Seattle,"King county, WA","$133,856",Aug 2023
Mary Janes,Retailer,Spokane,"Spokane county, WA","$133,710",Aug 2023
Nimbin Farm,Retailer,Seattle,"King county, WA","$133,390",Aug 2023
Happy Trees,Retailer,Cle Elum,"Kittitas county, WA","$132,337",Aug 2023
Better Buds,Retailer,Longview,"Cowlitz county, WA","$132,324",Aug 2023
The Station NW Lltrade the Station,Retailer,Ellensburg,"Kittitas county, WA","$131,372",Aug 2023
Shawn Kemps Cannabis Sodo,Retailer,Seattle,"King county, WA","$130,844",Aug 2023
Hwy 420,Retailer,Silverdale,"Kitsap county, WA","$130,765",Aug 2023
The Joint,Retailer,Everett,"Snohomish county, WA","$130,296",Aug 2023
Seaweed Retail,Retailer,Edmonds,"Snohomish county, WA","$130,011",Aug 2023
Royals Cannabis,Retailer,Spokane,"Spokane county, WA","$129,336",Aug 2023
Bud Commander,Retailer,Tumwater,"Thurston county, WA","$129,326",Aug 2023
The Root Cellar,Retailer,Belfair,"Mason county, WA","$129,206",Aug 2023
Green Outfitters,Retailer,Ocean Shores,"Grays Harbor county, WA","$129,048",Aug 2023
Magic Time Farms,Tier 3 Producer & Processor,Elma,"Grays Harbor county, WA","$128,948",Aug 2023
Withit Weed,Tier None Producer & Processor,Airway Heights,"Spokane county, WA","$128,530",Aug 2023
Ladera Farms,Tier 2 Producer & Processor,East Wenatchee,"Douglas county, WA","$128,327",Aug 2023
Western Bud,Retailer,Anacortes,"Skagit county, WA","$127,447",Aug 2023
Downtown Cannabis Company,Tier 2 Producer & Processor,Seattle,"King county, WA","$127,260",Aug 2023
Anacortes Cannabis,Retailer,Anacortes,"Skagit county, WA","$127,104",Aug 2023
Pot Zone,Retailer,Tacoma,"Pierce county, WA","$126,690",Aug 2023
South Seattle Retail Holdings,Retailer,Seattle,"King county, WA","$126,530",Aug 2023
Inflorescence,Tier 2 Producer & Processor,Spokane,"Spokane county, WA","$126,356",Aug 2023
Prc,Retailer,Mount Vernon,"Skagit county, WA","$126,201",Aug 2023
The Kushery,Retailer,Snohomish,"Snohomish county, WA","$125,838",Aug 2023
Cannasol Farms,Tier None Producer & Processor,Riverside,"Okanogan county, WA","$125,625",Aug 2023
Cannabis 21,Retailer,Hoquiam,"Grays Harbor county, WA","$123,384",Aug 2023
Heylo,Processor,Seattle,"King county, WA","$122,687",Aug 2023
Star Outlet,Retailer,Lynden,"Whatcom county, WA","$122,496",Aug 2023
Orcas Island Cannabis,Retailer,Eastsound,"San Juan county, WA","$122,323",Aug 2023
Euphorium 420,Retailer,Vashon,"King county, WA","$122,056",Aug 2023
Prc Bothell,Retailer,Bothell,"Snohomish county, WA","$121,774",Aug 2023
Two Heads Co,Tier None Producer & Processor,Raymond,"Pacific county, WA","$120,889",Aug 2023
Westside420 Recreational,Retailer,Longview,"Cowlitz county, WA","$120,234",Aug 2023
Garden Isle Organics,Tier None Producer & Processor,Seattle,"King county, WA","$120,109",Aug 2023
Zia Recreational,Retailer,Hoquiam,"Grays Harbor county, WA","$118,106",Aug 2023
Chimacum Cannabis,Retailer,Chimacum,"Jefferson county, WA","$117,877",Aug 2023
The Green Shelf,Retailer,Ellensburg,"Kittitas county, WA","$117,643",Aug 2023
West Coast Productions,Tier None Producer & Processor,Everett,"Snohomish county, WA","$117,065",Aug 2023
Floyds Cannabis Co,Retailer,Port Angeles,"Clallam county, WA","$117,058",Aug 2023
It Is Lit,Retailer,Ritzville,"Adams county, WA","$115,613",Aug 2023
House of Cannabis Tonasket,Retailer,Tonasket,"Okanogan county, WA","$114,072",Aug 2023
Dank of America,Retailer,Blaine,"Whatcom county, WA","$112,965",Aug 2023
Emerald Leaves,Retailer,Tacoma,"Pierce county, WA","$112,446",Aug 2023
Full Throttle Farms,Tier None Producer & Processor,Okanogan,"Okanogan county, WA","$111,818",Aug 2023
Secret Herb Shop,Retailer,Kettle Falls,"Ferry county, WA","$111,057",Aug 2023
Smoking Crow,Retailer,Bellingham,"Whatcom county, WA","$110,434",Aug 2023
Cannazone,Retailer,Mount Vernon,"Skagit county, WA","$110,427",Aug 2023
Smuggler Brothers,Retailer,Sedro Woolley,"Skagit county, WA","$109,989",Aug 2023
Dragon Head Garden,Tier None Producer & Processor,Blaine,"Whatcom county, WA","$109,720",Aug 2023
Cannabis City,Retailer,Seattle,"King county, WA","$109,633",Aug 2023
Djr1 Investment,Tier None Producer & Processor,Shelton,"Mason county, WA","$109,198",Aug 2023
Green Herb Cannabis,Tier None Producer & Processor,Moses Lake,"Grant county, WA","$108,814",Aug 2023
Abc Agency,Retailer,Bellingham,"Whatcom county, WA","$108,692",Aug 2023
The Pot Shop Bellingham,Retailer,Bellingham,"Whatcom county, WA","$108,096",Aug 2023
Cc Aiken,Tier None Producer & Processor,Yelm,"Thurston county, WA","$106,612",Aug 2023
Big Daddy Purp Corp,Tier None Producer & Processor,Tonasket,"Okanogan county, WA","$106,594",Aug 2023
Kush Pointe,Retailer,Mukilteo,"Snohomish county, WA","$106,325",Aug 2023
Budhut,Retailer,Friday Harbor,"San Juan county, WA","$106,272",Aug 2023
Loving Farms,Retailer,Mount Vernon,"Skagit county, WA","$106,166",Aug 2023
Wcw Enterprises,Retailer,Everson,"Whatcom county, WA","$106,023",Aug 2023
Legal Marijuana Superstore,Retailer,Port Orchard,"Kitsap county, WA","$105,873",Aug 2023
Cannabis Coast Forks,Retailer,Forks,"Clallam county, WA","$104,795",Aug 2023
Dope Cooks,Tier None Producer & Processor,Tacoma,"Pierce county, WA","$104,006",Aug 2023
Sweet Leaf Cannabis Co,Retailer,Aberdeen,"Grays Harbor county, WA","$103,737",Aug 2023
Momma Chan,Tier 3 Producer & Processor,Tacoma,"Pierce county, WA","$103,368",Aug 2023
American Harvest,Retailer,Peshastin,"Chelan county, WA","$103,360",Aug 2023
Vancouver Gardens,Tier 2 Producer & Processor,Woodland,"Cowlitz county, WA","$102,879",Aug 2023
The Herbery,Retailer,Vancouver,"Clark county, WA","$102,734",Aug 2023
Craft Wenatchee,Retailer,Wenatchee,"Chelan county, WA","$101,936",Aug 2023
The Green Nugget,Retailer,Pullman,"Whitman county, WA","$101,565",Aug 2023
Hitz Cannabis,Tier None Producer & Processor,Yelm,"Thurston county, WA","$100,561",Aug 2023
Landrace,Tier None Producer & Processor,Rochester,"Thurston county, WA","$100,317",Aug 2023
Fire House Productions,Tier 2 Producer & Processor,Spokane,"Spokane county, WA","$100,155",Aug 2023
Localamster,Retailer,Longview,"Cowlitz county, WA","$100,129",Aug 2023
The Vault Cannabis,Retailer,Stanwood,"Snohomish county, WA","$99,692",Aug 2023
Green Life Cannabis,Retailer,Wenatchee,"Chelan county, WA","$99,664",Aug 2023
The Mcnuggins Group,Tier None Producer & Processor,Concrete,"Skagit county, WA","$99,142",Aug 2023
Lux Pot Shop,Retailer,Seattle,"King county, WA","$98,478",Aug 2023
Parks And Recreation,Tier None Producer & Processor,Spokane,"Spokane county, WA","$97,876",Aug 2023
Growers Outlet,Retailer,South Bend,"Pacific county, WA","$97,838",Aug 2023
Walla Walla Cannabis Company,Retailer,Walla Walla,"Walla Walla county, WA","$97,374",Aug 2023
Hella Loud,Tier None Producer & Processor,Olympia,"Thurston county, WA","$96,229",Aug 2023
Green Bluff Orchards,Tier 2 Producer & Processor,Spokane,"Spokane county, WA","$95,890",Aug 2023
Forbidden Cannabis Club Mt Vernon,Retailer,Mount Vernon,"Skagit county, WA","$95,758",Aug 2023
The Lazy Bee Gardens,Tier None Producer & Processor,Winthrop,"Okanogan county, WA","$95,479",Aug 2023
Kohl Processing Enterprises,Processor,Port Townsend,"Jefferson county, WA","$95,064",Aug 2023
Pot of Gold,Tier None Producer & Processor,Tacoma,"Pierce county, WA","$95,046",Aug 2023
Omg Sykes,Tier None Producer & Processor,Monroe,"Snohomish county, WA","$94,895",Aug 2023
Caravan Cannabis Company,Retailer,Burlington,"Skagit county, WA","$94,715",Aug 2023
Sea Flower,Tier None Producer & Processor,Union Gap,"Yakima county, WA","$94,433",Aug 2023
Starbuds,Retailer,Kirkland,"King county, WA","$94,225",Aug 2023
Sgb,Tier None Producer & Processor,Seattle,"King county, WA","$93,124",Aug 2023
Golden Dispensaries,Retailer,Goldendale,"Klickitat county, WA","$93,045",Aug 2023
Karma Cannabis,Retailer,Sequim,"Clallam county, WA","$92,976",Aug 2023
395 Herb,Retailer,Loon Lake,"Stevens county, WA","$92,717",Aug 2023
1937 Farms,Tier None Producer & Processor,Duvall,"King county, WA","$92,406",Aug 2023
Forbidden Garden,Tier 2 Producer & Processor,Arlington,"Snohomish county, WA","$91,951",Aug 2023
Lawrence Enterprises,Retailer,Friday Harbor,"San Juan county, WA","$91,661",Aug 2023
Nirvana Cannabis Company,Retailer,East Wenatchee,"Douglas county, WA","$91,176",Aug 2023
The Green Seed,Retailer,Moses Lake,"Grant county, WA","$90,579",Aug 2023
American Best Supply,Tier None Producer & Processor,East Wenatchee,"Douglas county, WA","$90,568",Aug 2023
Trail Blazin Productions,Tier 2 Producer & Processor,Bellingham,"Whatcom county, WA","$90,184",Aug 2023
Raven,Tier None Producer & Processor,Olympia,"Thurston county, WA","$89,650",Aug 2023
Pure Magic,Tier 2 Producer & Processor,Rochester,"Thurston county, WA","$89,462",Aug 2023
The Valley Cannabis Company,Tier None Producer & Processor,Tacoma,"Pierce county, WA","$89,269",Aug 2023
Squaxin Mj Tribal Compact Native Sun Grown,Tier None Producer & Processor,Shelton,"Mason county, WA","$89,137",Aug 2023
Docandyetis,Tier None Producer & Processor,Tumwater,"Thurston county, WA","$88,673",Aug 2023
Forbidden Cannabis Club,Retailer,Okanogan,"Okanogan county, WA","$87,690",Aug 2023
Goodbuds,Retailer,Quincy,"Grant county, WA","$87,318",Aug 2023
Green Beard Co,Tier None Producer & Processor,Kingston,"Kitsap county, WA","$87,272",Aug 2023
Pot Zone of Vancouver,Retailer,Vancouver,"Clark county, WA","$86,926",Aug 2023
Cannagroup,Tier None Producer & Processor,Raymond,"Pacific county, WA","$86,803",Aug 2023
Plant Me,Tier None Producer & Processor,Riverside,"Okanogan county, WA","$86,373",Aug 2023
Green Adventures,Tier None Producer & Processor,Kelso,"Cowlitz county, WA","$85,987",Aug 2023
Lucid,Retailer,Olympia,"Thurston county, WA","$85,890",Aug 2023
Natural Blessing Cannabis,Retailer,Spanaway,"Pierce county, WA","$83,500",Aug 2023
The Slow Burn,Retailer,Moxee,"Yakima county, WA","$83,101",Aug 2023
Laughing Buddha Farms,Tier 2 Producer & Processor,Gold Bar,"Snohomish county, WA","$82,596",Aug 2023
Sitka Packaging,Processor,Seattle,"King county, WA","$81,865",Aug 2023
Cannabis Northwest C M,Tier None Producer & Processor,Tenino,"Thurston county, WA","$81,817",Aug 2023
